Date,Hour,Minute,Price
2022-01-28,12,45,49990.0
2022-01-29,10,51,49990.0
2022-01-29,12,31,58989.0
2022-01-30,02,25,58989.0
2022-01-31,11,11,58989.0
2022-01-31,17,05,58989.0
2022-02-01,03,41,58989.0
2022-02-02,08,44,58989.0
2022-02-03,06,25,58989.0
2022-02-03,19,13,58989.0
2022-02-04,16,48,58989.0
2022-02-06,10,15,58989.0
2022-02-08,17,10,58989.0
2022-02-09,18,50,59999.0
2022-02-09,19,41,59999.0
2022-02-10,19,39,59999.0
2022-02-11,21,42,59999.0
2022-02-13,04,17,59999.0
2022-02-13,22,22,59999.0
2022-02-14,19,05,59999.0
2022-02-15,01,31,59999.0
2022-02-16,17,40,59999.0
2022-02-17,10,50,59999.0
2022-02-19,07,55,67990.0
2022-02-20,20,05,67990.0
2022-02-21,19,40,67990.0
2022-02-22,00,55,67990.0
2022-02-23,07,30,59999.0
2022-02-24,00,00,59999.0
2022-02-25,04,21,67990.0
2022-02-25,05,44,67990.0
2022-02-25,20,48,67990.0
2022-02-26,13,42,67990.0
2022-02-26,22,02,67990.0
2022-02-27,20,45,67990.0
2022-02-28,10,10,67990.0
2022-03-02,10,05,67990.0
2022-03-03,12,25,59490.0
2022-03-04,14,15,57618.0
2022-03-05,09,15,58989.0
2022-03-05,19,08,59490.0
2022-03-06,19,40,59490.0
2022-03-07,06,36,67990.0
2022-03-07,21,48,67980.0
2022-03-08,18,54,67990.0
2022-03-09,20,46,67990.0
2022-03-09,21,14,67990.0
2022-03-10,19,54,67980.0
2022-03-11,19,33,67980.0
2022-03-12,19,54,66920.0
2022-03-14,00,14,66920.0
2022-03-14,20,39,67990.0
2022-03-15,21,29,67990.0
2022-03-16,19,11,67790.0
2022-03-17,19,23,67790.0
2022-03-18,20,39,67790.0
2022-03-19,10,34,67790.0
2022-03-20,03,19,67780.0
2022-03-20,19,47,60480.0
2022-03-21,21,41,60490.0
2022-03-22,20,29,60490.0
2022-03-23,19,47,60490.0
2022-03-24,21,03,60490.0
2022-03-25,19,51,60490.0
2022-03-25,20,13,60490.0
2022-03-26,18,59,60490.0
2022-03-27,15,38,60490.0
2022-03-27,20,32,60490.0
2022-03-28,18,24,60490.0
2022-03-28,21,14,60490.0
2022-03-29,20,05,60490.0
2022-03-30,19,57,60490.0
2022-03-31,09,33,60490.0
2022-03-31,19,57,60490.0
2022-04-01,07,39,60490.0
2022-04-01,19,07,60490.0
2022-04-03,00,47,60490.0
2022-04-03,20,02,59999.0
2022-04-04,19,18,59999.0
2022-04-05,19,40,59999.0
2022-04-07,00,07,59999.0
2022-04-07,21,34,64790.0
2022-04-08,20,20,64790.0
2022-04-09,10,39,64790.0
2022-04-10,14,30,64790.0
2022-04-11,18,10,64790.0
2022-04-11,19,12,64790.0
2022-04-12,13,14,64790.0
2022-04-14,21,15,64790.0
2022-04-15,06,45,64790.0
2022-04-20,16,45,64790.0
2022-04-22,01,26,64790.0
2022-04-25,07,15,64790.0
2022-04-26,00,20,64790.0
2022-04-30,21,45,64790.0
2022-05-01,16,00,67799.0
2022-05-02,04,09,67799.0
2022-05-03,18,45,67799.0
2022-05-05,02,11,67799.0
2022-05-06,16,40,67799.0
2022-05-07,16,00,67799.0
2022-05-08,07,50,67799.0
2022-05-17,07,13,67799.0
2022-05-18,01,57,67799.0
2022-05-27,14,00,67799.0
2022-05-27,16,38,60489.0
2022-05-27,23,58,60489.0
2022-05-28,21,32,60489.0
2022-05-29,07,39,60489.0
2022-05-29,18,50,60489.0
2022-05-30,07,31,60489.0
2022-06-20,00,31,60489.0
2022-06-21,03,29,60489.0
2022-06-22,04,39,60489.0
2022-06-23,05,58,60489.0
