Date,Hour,Minute,Price
2022-10-18,05,52,15240.0
2022-10-18,08,47,15990.0
2022-10-18,09,50,15240.0
2022-10-19,04,16,15990.0
2022-10-19,10,25,15240.0
2022-10-19,11,13,15990.0
2022-10-19,16,41,15240.0
2022-10-19,19,46,15990.0
2022-10-19,21,11,15240.0
2022-10-20,04,57,15990.0
2022-10-20,08,00,15240.0
2022-10-20,09,10,15990.0
2022-10-20,09,33,15240.0
2022-10-20,18,09,15990.0
2022-10-20,19,32,15240.0
2022-10-20,23,40,15990.0
2022-10-21,06,09,15240.0
2022-10-21,08,34,15990.0
2022-10-21,12,44,15240.0
2022-10-21,17,36,15990.0
2022-10-21,21,52,15240.0
2022-10-22,16,03,15200.0
2022-10-22,19,08,15240.0
2022-10-23,22,07,15240.0
2022-10-24,00,24,15240.0
2022-10-24,23,39,15990.0
2022-10-25,01,23,15240.0
2022-10-25,02,28,15990.0
2022-10-25,05,28,15240.0
2022-10-25,05,58,15990.0
2022-10-25,07,08,15240.0
2022-10-25,09,58,15990.0
2022-10-25,13,29,15240.0
2022-10-26,14,07,15240.0
2022-10-27,15,40,15240.0
2022-10-27,17,39,16590.0
2022-10-27,20,25,15240.0
2022-10-28,01,09,16590.0
2022-10-28,04,01,15240.0
2022-10-28,09,42,16590.0
2022-10-28,13,18,15240.0
2022-10-28,16,16,16590.0
2022-10-28,23,12,15240.0
2022-10-29,02,50,16590.0
2022-10-29,23,55,16590.0
2022-10-30,00,18,16590.0
2022-10-31,05,35,16590.0
2022-10-31,19,23,17490.0
2022-11-01,01,18,17490.0
2022-11-02,00,44,17490.0
2022-11-03,01,38,17490.0
2022-11-04,00,46,17490.0
2022-11-05,02,30,17390.0
2022-11-05,18,24,17490.0
2022-11-06,00,20,17390.0
2022-11-07,03,54,17490.0
2022-11-08,04,39,17490.0
2022-11-09,09,02,17490.0
2022-11-10,10,48,17490.0
2022-11-15,14,52,16240.0
2022-11-16,08,40,14990.0
2022-11-17,01,44,14990.0
2022-11-18,00,56,14990.0
2022-11-19,00,39,14990.0
2022-11-20,04,00,14990.0
2022-11-21,03,13,14990.0
2022-11-22,01,18,14990.0
2022-11-23,01,20,14990.0
2022-11-24,12,52,14990.0
2022-11-25,06,37,14990.0
2022-11-26,01,58,17490.0
2022-11-26,08,06,14990.0
2022-11-26,11,28,17490.0
2022-11-26,16,41,14990.0
2022-11-26,20,27,17490.0
2022-11-26,21,58,16240.0
2022-11-27,06,35,14990.0
2022-11-27,10,39,16240.0
2022-11-27,11,24,14990.0
2022-11-28,12,29,14990.0
2022-11-28,14,45,16200.0
2022-11-28,15,38,14990.0
2022-11-28,19,20,16200.0
2022-11-28,19,54,14990.0
2022-11-29,01,30,17490.0
2022-11-29,02,32,14990.0
2022-11-29,07,56,17450.0
2022-11-29,09,21,17490.0
2022-11-29,18,28,14990.0
2022-11-29,18,48,17490.0
2022-11-30,00,05,14990.0
2022-11-30,04,51,17490.0
2022-11-30,13,46,16240.0
2022-11-30,15,27,14990.0
2022-11-30,16,58,16240.0
2022-12-01,10,50,14990.0
2022-12-01,22,53,16240.0
2022-12-02,18,26,14990.0
2022-12-03,01,35,17400.0
2022-12-03,11,05,16240.0
2022-12-03,16,14,14990.0
2022-12-03,17,24,16240.0
2022-12-03,19,36,14990.0
2022-12-05,02,07,14990.0
2022-12-05,12,54,16740.0
2022-12-05,13,23,14990.0
2022-12-05,13,38,16740.0
2022-12-05,18,36,14990.0
2022-12-06,14,31,16740.0
2022-12-06,19,28,14990.0
2022-12-07,19,49,14990.0
2022-12-08,12,18,16740.0
2022-12-08,20,44,16200.0
2022-12-09,00,03,14990.0
2022-12-09,11,23,16740.0
2022-12-09,13,27,14990.0
2022-12-09,18,29,16740.0
2022-12-09,21,36,14990.0
2022-12-10,15,04,16740.0
2022-12-15,18,04,15990.0
2022-12-25,09,40,14990.0
2022-12-25,09,49,15990.0
2022-12-25,12,54,14990.0
2022-12-25,18,40,15990.0
2022-12-25,19,38,16200.0
2022-12-26,02,03,14990.0
2022-12-27,05,46,14990.0
2022-12-27,08,51,15990.0
2022-12-27,13,39,17400.0
2022-12-27,14,25,14990.0
2022-12-27,18,27,16240.0
2022-12-27,21,21,16740.0
2022-12-27,23,57,15990.0
2022-12-28,04,35,14990.0
2022-12-28,04,56,16740.0
2022-12-28,06,58,14990.0
2022-12-28,15,35,15990.0
2022-12-28,19,08,14990.0
2022-12-28,19,15,16740.0
2022-12-28,20,42,14990.0
2022-12-28,22,18,16740.0
2022-12-29,04,01,14990.0
2022-12-29,05,03,15990.0
